"artist","song","years_old_13","years_old_12","years_old_11","years_old_10","years_old_9","years_old_8","years_old_7","years_old_6","years_old_5","years_old_4","years_old_3","years_old_2","years_old_1","years_old_0","years_pre_birth_1","years_pre_birth_2","years_pre_birth_3","years_pre_birth_4","years_pre_birth_5","years_pre_birth_6","years_pre_birth_7","years_pre_birth_8","years_pre_birth_9","years_pre_birth_10"
"Color Me Badd","I Wanna Sex You Up",0.766758241758242,0.782608695652174,0.5,0.701754385964912,0.666666666666667,0.482142857142857,0.63768115942029,0.46,0.441176470588235,0.402777777777778,0.35,0.380952380952381,0.303030303030303,0.333333333333333,0.223880597014925,0.244897959183673,0.153846153846154,0.119047619047619,0.148148148148148,0.135135135135135,0.117647058823529,0.238095238095238,0.136363636363636,0
"Coolio","Fantastic Voyage",0.616080876795163,0.547169811320755,0.425531914893617,0.461538461538462,0.413793103448276,0.352112676056338,0.271186440677966,0.345454545454545,0.254237288135593,0.411764705882353,0.389830508474576,0.18,0.101694915254237,0.203703703703704,0.196078431372549,0.176470588235294,0.145833333333333,0.204545454545455,0.206896551724138,0.2,0,0,0,0
"Coolio","Gangsta's Paradise",0.987951199838677,0.960526315789474,0.989690721649485,0.973684210526316,0.96969696969697,0.974683544303797,0.964705882352941,0.930232558139535,0.907894736842105,0.866666666666667,0.854545454545454,0.887323943661972,0.836065573770492,0.88135593220339,0.851851851851852,0.872727272727273,0.8,0.866666666666667,0.78125,0,0,0,0,0
"Crash Test Dummies","Mmm Mmm Mmm Mmm",0.817509459924321,0.6,0.706896551724138,0.596491228070175,0.402777777777778,0.42,0.366666666666667,0.257142857142857,0.209677419354839,0.112903225806452,0.235294117647059,0.230769230769231,0.140350877192982,0.217391304347826,0.1,0.1,0.0571428571428571,0.162790697674419,0.125,0.148148148148148,0,0,0,0
"D.R.S.","Gangsta Lean",0.160977140999339,0.227272727272727,0.253968253968254,0.106382978723404,0.17910447761194,0.0833333333333333,0.109375,0.0169491525423729,0.137254901960784,0.0238095238095238,0.0517241379310345,0.0943396226415094,0.137254901960784,0.0909090909090909,0.0192307692307692,0.0540540540540541,0.0784313725490196,0,0.0740740740740741,0.0357142857142857,0.0571428571428571,0,0,0
"DJ Jazzy Jeff and The Fresh Prince","Summertime",0.736928104575163,0.763157894736842,0.6875,0.577777777777778,0.5,0.53030303030303,0.589285714285714,0.484375,0.535714285714286,0.384615384615385,0.461538461538462,0.392857142857143,0.4,0.479166666666667,0.313725490196078,0.123076923076923,0.236842105263158,0.192307692307692,0.272727272727273,0.0888888888888889,0.15625,0.181818181818182,0.178571428571429,0
"Damn Yankees","High Enough",0.262299365434864,0.212765957446809,0.189189189189189,0.150943396226415,0.119402985074627,0.137254901960784,0.037037037037037,0.0689655172413793,0.0461538461538462,0.0447761194029851,0.109375,0.0952380952380952,0.078125,0.0952380952380952,0.0555555555555556,0.0666666666666667,0,0,0.0769230769230769,0.0465116279069767,0.0645161290322581,0.0277777777777778,0.142857142857143,0
"Deborah Cox","Nobody's Supposed To Be Here",0.234678093645485,0.295774647887324,0.151515151515152,0.25531914893617,0.216666666666667,0.28,0.105263157894737,0.122448979591837,0.174603174603175,0.105263157894737,0.075,0.166666666666667,0.0555555555555556,0.114285714285714,0.0882352941176471,0.0697674418604651,0,0,0,0,0,0,0,0
"Deee-Lite","Groove Is In The Heart",0.888492063492063,0.833333333333333,0.935483870967742,0.946428571428571,0.837209302325581,0.88,0.763636363636364,0.75,0.761904761904762,0.678571428571429,0.641791044776119,0.655172413793103,0.688311688311688,0.53448275862069,0.620689655172414,0.5,0.363636363636364,0.357142857142857,0.525,0.32,0.285714285714286,0.28125,0.342105263157895,0.238095238095238
"Destiny's Child","Bills, Bills, Bills",0.793228712583551,0.766233766233766,0.698412698412698,0.634920634920635,0.7,0.696428571428571,0.508474576271186,0.574074074074074,0.4375,0.411764705882353,0.36734693877551,0.378378378378378,0.470588235294118,0.444444444444444,0.222222222222222,0,0,0,0,0,0,0,0,0
"Divine","Lately",0.27179012345679,0.230769230769231,0.30188679245283,0.138888888888889,0.101694915254237,0.130434782608696,0.111111111111111,0.0384615384615385,0.0909090909090909,0.0588235294117647,0.135593220338983,0.0512820512820513,0.1,0.125,0.1,0.0625,0,0,0,0,0,0,0,0
"Donna Lewis","I Love You Always Forever",0.782307473714123,0.80952380952381,0.697368421052632,0.632352941176471,0.682352941176471,0.714285714285714,0.612244897959184,0.416666666666667,0.490566037735849,0.40625,0.410714285714286,0.28,0.340425531914894,0.244897959183673,0.311111111111111,0.193548387096774,0.303030303030303,0.137931034482759,0,0,0,0,0,0
"Dr. Dre","Nuthin' But A G Thang",0.715223825379208,0.660714285714286,0.615384615384615,0.6875,0.678571428571429,0.701492537313433,0.64,0.523076923076923,0.636363636363636,0.545454545454545,0.518518518518518,0.520833333333333,0.461538461538462,0.532258064516129,0.470588235294118,0.384615384615385,0.456521739130435,0.5,0.372093023255814,0.407407407407407,0.266666666666667,0,0,0
"Dru Hill","How Deep Is Your Love",0.444453463203463,0.380281690140845,0.3,0.19047619047619,0.403508771929825,0.226666666666667,0.175,0.245614035087719,0.136363636363636,0.261904761904762,0.157894736842105,0.137931034482759,0.131578947368421,0.0731707317073171,0.0303030303030303,0.09375,0,0,0,0,0,0,0,0
"Dru Hill","In My Bed",0.14030784030784,0.185714285714286,0.107692307692308,0.108108108108108,0.0566037735849057,0.0447761194029851,0.12,0.0555555555555556,0.0681818181818182,0.0212765957446809,0.0425531914893617,0.0612244897959184,0.0256410256410256,0,0.0645161290322581,0.0333333333333333,0.103448275862069,0,0,0,0,0,0,0
"Duran Duran","Ordinary World",0.810722999709232,0.75,0.7,0.553571428571429,0.627118644067797,0.36734693877551,0.388059701492537,0.433333333333333,0.387096774193548,0.352112676056338,0.420289855072464,0.192307692307692,0.267857142857143,0.238095238095238,0.166666666666667,0.148148148148148,0.232558139534884,0.108108108108108,0.170731707317073,0.242424242424242,0.153846153846154,0,0,0
"EMF","Unbelievable",0.975609756097561,0.851851851851852,0.892857142857143,0.934782608695652,0.784313725490196,0.813953488372093,0.841269841269841,0.808823529411765,0.753623188405797,0.698412698412698,0.545454545454545,0.631578947368421,0.5,0.457627118644068,0.545454545454545,0.434782608695652,0.326086956521739,0.377777777777778,0.421052631578947,0.4,0.285714285714286,0.181818181818182,0.19047619047619,0
"Elton John","Can You Feel The Love Tonight",0.928786251841935,0.964912280701754,0.978260869565217,0.971428571428571,0.950819672131147,0.981818181818182,0.911111111111111,0.934426229508197,0.981132075471698,0.867647058823529,0.791666666666667,0.8,0.76,0.828571428571429,0.744186046511628,0.765957446808511,0.761904761904762,0.666666666666667,0.64,0.653846153846154,0,0,0,0
"Elton John","Candle In The Wind",0.754875630347329,0.597014925373134,0.609375,0.561643835616438,0.543859649122807,0.423728813559322,0.327272727272727,0.375,0.381818181818182,0.344827586206897,0.319148936170213,0.173076923076923,0.230769230769231,0.153846153846154,0.131578947368421,0.285714285714286,0.25,0,0,0,0,0,0,0
"En Vogue","Don't Let Go",0.653212607570878,0.74,0.542857142857143,0.488888888888889,0.464285714285714,0.285714285714286,0.333333333333333,0.381578947368421,0.333333333333333,0.244897959183673,0.108695652173913,0.23728813559322,0.21875,0.192982456140351,0.196078431372549,0.0810810810810811,0.225806451612903,0.15625,0,0,0,0,0,0
"En Vogue","Hold On",0.554220085470085,0.53125,0.487179487179487,0.283018867924528,0.571428571428571,0.327272727272727,0.320754716981132,0.264150943396226,0.265625,0.230769230769231,0.159420289855072,0.164179104477612,0.101449275362319,0.159420289855072,0.11864406779661,0.138461538461538,0.171875,0.12962962962963,0.0980392156862745,0.0392156862745098,0.05,0.111111111111111,0.16,0.09375
"En Vogue","My Lovin'",0.849642255892256,0.782608695652174,0.888888888888889,0.827586206896552,0.732142857142857,0.666666666666667,0.693548387096774,0.689655172413793,0.526315789473684,0.483870967741935,0.434210526315789,0.490909090909091,0.421875,0.307692307692308,0.241935483870968,0.315789473684211,0.388888888888889,0.0810810810810811,0.230769230769231,0.166666666666667,0.323529411764706,0.310344827586207,0,0
"Enigma","Return To Innocence",0.720605435156519,0.725490196078431,0.717391304347826,0.8,0.529411764705882,0.547169811320755,0.46551724137931,0.46875,0.339285714285714,0.34375,0.173076923076923,0.166666666666667,0.215686274509804,0.22,0.111111111111111,0.0952380952380952,0.145454545454545,0.0681818181818182,0.178571428571429,0.233333333333333,0,0,0,0
"Enrique Iglesias","Bailamos",0.967025089605735,0.961038961038961,0.936507936507937,0.928571428571429,0.940298507462687,0.849315068493151,0.87719298245614,0.786885245901639,0.82,0.703703703703704,0.615384615384615,0.534883720930233,0.6,0.566666666666667,0.5,0,0,0,0,0,0,0,0,0
"Eric Clapton","Tears In Heaven",0.870928344612555,0.891304347826087,0.85,0.866666666666667,0.740740740740741,0.949152542372881,0.677966101694915,0.746031746031746,0.735294117647059,0.666666666666667,0.65,0.517857142857143,0.440677966101695,0.28,0.277777777777778,0.363636363636364,0.326923076923077,0.272727272727273,0.289473684210526,0.30952380952381,0.333333333333333,0.333333333333333,0,0
"Everything But The Girl","Missing",0.641071152955703,0.566666666666667,0.683333333333333,0.536231884057971,0.4,0.388888888888889,0.253731343283582,0.242424242424242,0.228070175438596,0.214285714285714,0.218181818181818,0.117647058823529,0.0888888888888889,0.0444444444444444,0.0833333333333333,0.105263157894737,0.2,0.0357142857142857,0,0,0,0,0,0
"Extreme","Hole Hearted",0.518518518518518,0.529411764705882,0.232558139534884,0.25,0.169811320754717,0.150943396226415,0.181818181818182,0.0535714285714286,0.0333333333333333,0.0972222222222222,0.0833333333333333,0.05,0.0327868852459016,0.0740740740740741,0,0.0535714285714286,0.0576923076923077,0.0714285714285714,0.05,0.027027027027027,0.032258064516129,0.0434782608695652,0.0416666666666667,0
"Extreme","More Than Words",0.992248062015504,0.978723404255319,0.925,0.837209302325581,0.901408450704225,0.824561403508772,0.8,0.8,0.696969696969697,0.602564102564103,0.641791044776119,0.696428571428571,0.559322033898305,0.53448275862069,0.568965517241379,0.403846153846154,0.511111111111111,0.395833333333333,0.422222222222222,0.5,0.333333333333333,0.25,0.321428571428571,0
"George Michael","Don't Let The Sun Go Down On Me",0.723382473382473,0.725490196078431,0.697674418604651,0.588235294117647,0.531914893617021,0.553571428571429,0.421052631578947,0.46551724137931,0.441176470588235,0.4,0.389830508474576,0.243243243243243,0.236363636363636,0.196078431372549,0.25,0.26530612244898,0.278688524590164,0.243243243243243,0.216216216216216,0.103448275862069,0.208333333333333,0.181818181818182,0,0
"George Michael","Praying For Time",0.434333958724203,0.441176470588235,0.307692307692308,0.162790697674419,0.104166666666667,0.155172413793103,0.111111111111111,0.0571428571428571,0.0892857142857143,0.078125,0.0597014925373134,0.0508474576271186,0.037037037037037,0.0735294117647059,0.107692307692308,0.0909090909090909,0.0645161290322581,0.0517241379310345,0.06,0.0454545454545455,0.136363636363636,0.138888888888889,0.0434782608695652,0
"Glenn Medeiros","She Ain't Worth It",0.202973497091144,0.333333333333333,0.210526315789474,0.0816326530612245,0.181818181818182,0.0754716981132075,0.111111111111111,0.0694444444444444,0.0789473684210526,0.121951219512195,0.0757575757575758,0.0806451612903226,0.0476190476190476,0.0655737704918033,0.0701754385964912,0.0701754385964912,0.0263157894736842,0.0810810810810811,0.0847457627118644,0.075,0.129032258064516,0.189189189189189,0.181818181818182,0.2
"Gloria Estefan","Coming Out Of The Dark",0.247313884903555,0.119047619047619,0.180327868852459,0.125,0.101694915254237,0.0178571428571429,0.174603174603175,0.0735294117647059,0.0491803278688525,0.0588235294117647,0.111111111111111,0.0606060606060606,0.0483870967741935,0.0533333333333333,0.0363636363636364,0.0416666666666667,0.0363636363636364,0.0434782608695652,0.0425531914893617,0.0555555555555556,0.108695652173913,0.03125,0,0
"Guns N' Roses","November Rain",0.85392658509455,0.766666666666667,0.787234042553192,0.666666666666667,0.688888888888889,0.608695652173913,0.444444444444444,0.377049180327869,0.359375,0.361111111111111,0.350877192982456,0.377358490566038,0.328358208955224,0.333333333333333,0.303571428571429,0.297872340425532,0.263157894736842,0.170731707317073,0.297297297297297,0.242424242424242,0.333333333333333,0.166666666666667,0,0
"H-Town","Knockin' Da Boots",0.211881329339609,0.0980392156862745,0.152173913043478,0.103448275862069,0.0526315789473684,0.1,0.0645161290322581,0.0909090909090909,0.0821917808219178,0.0303030303030303,0.10126582278481,0.0151515151515152,0.037037037037037,0.0138888888888889,0.025,0.037037037037037,0.0217391304347826,0,0.0196078431372549,0.0571428571428571,0.0384615384615385,0,0,0
"Hanson","MMMbop",0.832778662609647,0.846153846153846,0.826086956521739,0.785714285714286,0.742424242424242,0.693548387096774,0.654545454545455,0.529411764705882,0.431818181818182,0.3,0.46,0.361702127659574,0.245283018867925,0.314285714285714,0.193548387096774,0.227272727272727,0.25,0,0,0,0,0,0,0
"Heart","All I Wanna Do Is Make Love To You",0.842173000067737,0.613636363636364,0.67741935483871,0.558139534883721,0.510204081632653,0.614035087719298,0.425925925925926,0.4,0.324324324324324,0.283333333333333,0.291666666666667,0.144927536231884,0.245614035087719,0.311475409836066,0.222222222222222,0.142857142857143,0.178571428571429,0.166666666666667,0.155555555555556,0.163265306122449,0.170212765957447,0.212121212121212,0.148148148148148,0.0930232558139535
"Heights, The","How Do You Talk To An Angel",0.656559296571227,0.458333333333333,0.509433962264151,0.537037037037037,0.403508771929825,0.393939393939394,0.375,0.265625,0.323076923076923,0.203703703703704,0.220588235294118,0.212121212121212,0.180555555555556,0.0727272727272727,0.0909090909090909,0.0697674418604651,0.128205128205128,0.0975609756097561,0.0576923076923077,0.117647058823529,0.0740740740740741,0.125,0,0
"Hi-Five","I Like The Way",0.376532729673646,0.307692307692308,0.295454545454545,0.28125,0.264150943396226,0.285714285714286,0.242424242424242,0.174603174603175,0.169230769230769,0.126984126984127,0.129032258064516,0.117647058823529,0.238805970149254,0.12,0.0701754385964912,0.0697674418604651,0.0869565217391304,0.1,0.0731707317073171,0.0576923076923077,0.0303030303030303,0.0909090909090909,0.0434782608695652,0
"House Of Pain","Jump Around",0.955363941769317,0.9375,0.941176470588235,0.931034482758621,0.924528301886792,0.945454545454545,0.959183673469388,0.909090909090909,0.923076923076923,0.887096774193548,0.796610169491525,0.855072463768116,0.907407407407407,0.894736842105263,0.807692307692308,0.866666666666667,0.883720930232558,0.9,0.789473684210526,0.674418604651163,0.818181818181818,0.736842105263158,0,0
"Ini Kamoze","Here Comes The Hotstepper",0.904828087045802,0.760869565217391,0.862745098039216,0.87012987012987,0.803030303030303,0.722222222222222,0.714285714285714,0.705882352941177,0.692307692307692,0.492537313432836,0.467741935483871,0.529411764705882,0.483333333333333,0.38,0.375,0.369565217391304,0.314285714285714,0.243243243243243,0.285714285714286,0.258064516129032,0,0,0,0
"Jade","Don't Walk Away",0.518024227234754,0.340425531914894,0.470588235294118,0.277777777777778,0.283333333333333,0.353846153846154,0.288461538461538,0.291666666666667,0.196428571428571,0.212121212121212,0.209302325581395,0.288135593220339,0.153846153846154,0.114754098360656,0.191176470588235,0.145833333333333,0.224489795918367,0.0952380952380952,0.0526315789473684,0.15625,0.108108108108108,0,0,0
"James Ingram","I Don't Have The Heart",0.587581699346405,0.588235294117647,0.473684210526316,0.454545454545455,0.403508771929825,0.375,0.421052631578947,0.308823529411765,0.246575342465753,0.140845070422535,0.272727272727273,0.240506329113924,0.231884057971014,0.216666666666667,0.222222222222222,0.0961538461538462,0.263888888888889,0.235294117647059,0.170731707317073,0.2,0.166666666666667,0.114285714285714,0.318181818181818,0.172413793103448
"Jane Child","Don't Wanna Fall In Love",0.575851684547337,0.461538461538462,0.36734693877551,0.25,0.283018867924528,0.2,0.196078431372549,0.125,0.181818181818182,0.0757575757575758,0.137931034482759,0.0545454545454545,0.09375,0.0588235294117647,0.140350877192982,0.153846153846154,0.147058823529412,0.0697674418604651,0.0714285714285714,0.0408163265306122,0.13953488372093,0.0789473684210526,0.153846153846154,0.151515151515152
"Janet Jackson","Again",0.553316382584675,0.408163265306122,0.527272727272727,0.603448275862069,0.343283582089552,0.359375,0.203703703703704,0.212121212121212,0.189655172413793,0.180327868852459,0.166666666666667,0.0972222222222222,0.102040816326531,0.148148148148148,0.0847457627118644,0.133333333333333,0.155555555555556,0.184210526315789,0.216216216216216,0.0476190476190476,0.178571428571429,0,0,0
"Janet Jackson","Alright",0.566340954986646,0.428571428571429,0.431818181818182,0.4375,0.285714285714286,0.307692307692308,0.24,0.25,0.276595744680851,0.0793650793650794,0.196969696969697,0.123076923076923,0.109375,0.0983606557377049,0.0535714285714286,0.0740740740740741,0.0740740740740741,0.0612244897959184,0.0444444444444444,0.0833333333333333,0.128205128205128,0.0714285714285714,0.04,0
"Janet Jackson","And On And On",0.140565652760775,0.2,0.0784313725490196,0.2,0.129032258064516,0.0338983050847458,0.072463768115942,0.0666666666666667,0.0925925925925926,0.0348837209302326,0.0923076923076923,0.0169491525423729,0.0338983050847458,0.0425531914893617,0.0784313725490196,0,0.131578947368421,0,0.0294117647058824,0,0,0,0,0
"Janet Jackson","Any Time, Any Place",0.284274520200904,0.152173913043478,0.166666666666667,0.0641025641025641,0.104477611940299,0.132352941176471,0.0735294117647059,0.142857142857143,0.0476190476190476,0.051948051948052,0.0634920634920635,0.0754716981132075,0.0545454545454545,0.0727272727272727,0.06,0.0851063829787234,0.1,0.133333333333333,0,0.05,0,0,0,0
"Janet Jackson","Black Cat",0.485624216016373,0.111111111111111,0.282608695652174,0.204545454545455,0.142857142857143,0.230769230769231,0.222222222222222,0.120689655172414,0.180327868852459,0.161290322580645,0.164179104477612,0.111111111111111,0.129032258064516,0.134328358208955,0.113207547169811,0.0476190476190476,0.126984126984127,0.0666666666666667,0.0714285714285714,0.0612244897959184,0.0789473684210526,0.0789473684210526,0.176470588235294,0.0740740740740741
"Janet Jackson","Come Back To Me",0.404239766081871,0.3,0.219512195121951,0.288888888888889,0.333333333333333,0.188679245283019,0.125,0.164179104477612,0.104477611940299,0.115942028985507,0.142857142857143,0.145454545454545,0.109375,0.0793650793650794,0.05,0.0588235294117647,0.0833333333333333,0.117647058823529,0.0512820512820513,0.0227272727272727,0,0,0.0588235294117647,0.0909090909090909
"Janet Jackson","Escapade",0.551521640485987,0.533622559652928,0.551923076923077,0.447647951441578,0.42495784148398,0.395866454689984,0.361464968152866,0.313583815028902,0.235724743777452,0.21203830369357,0.202567760342368,0.189008042895442,0.144628099173554,0.158011049723757,0.104602510460251,0.0892351274787535,0.0926193921852388,0.090625,0.110429447852761,0.0903328050713154,0.0848585690515807,0.127504553734062,0.102459016393443,0.120075046904315
"Janet Jackson","If",0.594569757727652,0.592592592592593,0.507462686567164,0.383333333333333,0.463768115942029,0.492537313432836,0.298507462686567,0.275,0.358208955223881,0.205479452054795,0.11864406779661,0.0655737704918033,0.195652173913043,0.108695652173913,0.163265306122449,0.14,0.0810810810810811,0.0909090909090909,0.157894736842105,0.178571428571429,0.0769230769230769,0,0,0
"Janet Jackson","Love Will Never Do",0.562745098039216,0.55,0.333333333333333,0.5,0.238095238095238,0.215686274509804,0.261538461538462,0.261538461538462,0.236111111111111,0.0862068965517241,0.10958904109589,0.0277777777777778,0.132352941176471,0.0555555555555556,0.111111111111111,0.109090909090909,0.0666666666666667,0.0833333333333333,0.0555555555555556,0.111111111111111,0.114285714285714,0.0625,0.157894736842105,0
"Janet Jackson","Runaway",0.628377548513879,0.55,0.46031746031746,0.525423728813559,0.409090909090909,0.218181818181818,0.211538461538462,0.191489361702128,0.169230769230769,0.136363636363636,0.111111111111111,0.08,0.0576923076923077,0.0681818181818182,0.0689655172413793,0.0833333333333333,0.0769230769230769,0,0,0,0,0,0,0
"Janet Jackson","That's The Way Love Goes",0.566293122390683,0.5,0.568627450980392,0.435483870967742,0.324324324324324,0.390625,0.228070175438596,0.154929577464789,0.192307692307692,0.17741935483871,0.132352941176471,0.1875,0.12962962962963,0.12962962962963,0.0217391304347826,0.148148148148148,0.0434782608695652,0.0869565217391304,0.0465116279069767,0.147058823529412,0.09375,0,0,0
"Janet","I Get Lonely",0.320000669530196,0.226415094339623,0.260869565217391,0.152542372881356,0.12,0.0921052631578947,0.0967741935483871,0.126984126984127,0.115384615384615,0.0784313725490196,0.136363636363636,0.0769230769230769,0.0857142857142857,0.133333333333333,0.0975609756097561,0.117647058823529,0,0,0,0,0,0,0,0
"Janet","Together Again",0.611520962377755,0.714285714285714,0.564444444444444,0.520547945205479,0.511210762331839,0.402843601895735,0.368421052631579,0.317204301075269,0.227979274611399,0.284023668639053,0.19047619047619,0.113333333333333,0.116129032258065,0.12280701754386,0.0736842105263158,0.0384615384615385,0.103448275862069,0,0,0,0,0,0,0
"Jennifer Lopez","If You Had My Love",0.921202809482002,0.892307692307692,0.785714285714286,0.773584905660377,0.807017543859649,0.621212121212121,0.642857142857143,0.473684210526316,0.48,0.388888888888889,0.318181818181818,0.333333333333333,0.333333333333333,0.171428571428571,0.27906976744186,0,0,0,0,0,0,0,0,0
"Jennifer Paige","Crush",0.665965404394577,0.716981132075472,0.698630136986301,0.633802816901408,0.53968253968254,0.522388059701492,0.516129032258065,0.459459459459459,0.290909090909091,0.409090909090909,0.285714285714286,0.27906976744186,0.236842105263158,0.277777777777778,0.210526315789474,0.32258064516129,0,0,0,0,0,0,0,0
"Jessica Simpson","I Wanna Love You Forever",0.254977422003284,0.285714285714286,0.25,0.144736842105263,0.134328358208955,0.121212121212121,0.14,0.0701754385964912,0.0731707317073171,0.0555555555555556,0.0212765957446809,0.0769230769230769,0.0512820512820513,0.16,0.192307692307692,0,0,0,0,0,0,0,0,0
"Jesus Jones","Real, Real, Real",0.289840338872597,0.238095238095238,0.0943396226415094,0.133333333333333,0.16,0.0793650793650794,0.0185185185185185,0.0447761194029851,0.0298507462686567,0.0317460317460317,0.0142857142857143,0.0188679245283019,0.136363636363636,0.0357142857142857,0.0227272727272727,0.0588235294117647,0.0178571428571429,0.0566037735849057,0.0980392156862745,0.05,0.0952380952380952,0.117647058823529,0.0294117647058824,0
"Jesus Jones","Right Here, Right Now",0.792403198653199,0.681818181818182,0.755555555555556,0.725490196078431,0.551020408163265,0.65625,0.671641791044776,0.459016393442623,0.463768115942029,0.363636363636364,0.25,0.360655737704918,0.186666666666667,0.309090909090909,0.154929577464789,0.127272727272727,0.170731707317073,0.13953488372093,0.075,0.0975609756097561,0.125,0.04,0.0689655172413793,0
"Jewel","You Were Meant For Me",0.75979020979021,0.742424242424242,0.671232876712329,0.581081081081081,0.478260869565217,0.542857142857143,0.367647058823529,0.53125,0.404255319148936,0.307692307692308,0.290322580645161,0.229166666666667,0.146341463414634,0.2,0.0882352941176471,0.321428571428571,0.0967741935483871,0,0,0,0,0,0,0
"Joan Osborne","One Of Us",0.964542308151331,0.966101694915254,1,0.901639344262295,0.909090909090909,0.864864864864865,0.953846153846154,0.949152542372881,0.825396825396825,0.813559322033898,0.857142857142857,0.808510638297872,0.757575757575758,0.675,0.673913043478261,0.702702702702703,0.580645161290323,0.575757575757576,0,0,0,0,0,0
"Jodeci","Lately",0.212121212121212,0.0980392156862745,0.1,0.106382978723404,0.203703703703704,0.09375,0.128571428571429,0.0983606557377049,0.125,0.142857142857143,0.0588235294117647,0.0952380952380952,0.0232558139534884,0.137254901960784,0.0714285714285714,0.0625,0.0363636363636364,0.0256410256410256,0,0.03125,0.0975609756097561,0,0,0
"Jody Watley","Everything",0.277649535423926,0.285714285714286,0.2,0.105263157894737,0.119047619047619,0.105263157894737,0.147058823529412,0.0892857142857143,0.0847457627118644,0.0571428571428571,0.0769230769230769,0.0512820512820513,0.0851063829787234,0.0597014925373134,0.169811320754717,0.0217391304347826,0.0689655172413793,0.0862068965517241,0.0625,0.114285714285714,0.0357142857142857,0.0294117647058824,0.114285714285714,0.111111111111111
"Joe Public","Live And Learn",0.502730637614359,0.390243902439024,0.454545454545455,0.348837209302326,0.32,0.259259259259259,0.294117647058824,0.32258064516129,0.238805970149254,0.155555555555556,0.114754098360656,0.275862068965517,0.105263157894737,0.217391304347826,0.203703703703704,0.172413793103448,0.0731707317073171,0.146341463414634,0.125,0.127659574468085,0.0857142857142857,0.147058823529412,0,0
"John Mellencamp","Wild Night",0.581271837875611,0.492063492063492,0.538461538461538,0.412698412698413,0.267605633802817,0.3,0.26984126984127,0.166666666666667,0.243589743589744,0.189189189189189,0.135593220338983,0.14,0.0517241379310345,0.08,0.0816326530612245,0.0425531914893617,0,0.0571428571428571,0.0714285714285714,0.037037037037037,0,0,0,0
"Johnny Gill","Rub You The Right Way",0.351587301587302,0.25,0.434782608695652,0.238095238095238,0.0638297872340425,0.166666666666667,0.192307692307692,0.164179104477612,0.168831168831169,0.145161290322581,0.163934426229508,0.0754716981132075,0.15625,0.0793650793650794,0.032258064516129,0.0476190476190476,0.0487804878048781,0.0416666666666667,0.106382978723404,0.0819672131147541,0.05,0.115384615384615,0.0857142857142857,0.205128205128205
"Jon Bon Jovi","Blaze Of Glory",0.552380952380952,0.678571428571429,0.454545454545455,0.425925925925926,0.4,0.490909090909091,0.354838709677419,0.323943661971831,0.188405797101449,0.224137931034483,0.262295081967213,0.155172413793103,0.171428571428571,0.174603174603175,0.142857142857143,0.137254901960784,0.140625,0.132075471698113,0.113207547169811,0.18,0.121212121212121,0.179487179487179,0.194444444444444,0.0714285714285714
"K-Ci and JoJo","All My Life",0.754643578065829,0.732142857142857,0.706666666666667,0.546875,0.714285714285714,0.633333333333333,0.571428571428571,0.395833333333333,0.296296296296296,0.291666666666667,0.25,0.288888888888889,0.108108108108108,0.230769230769231,0.111111111111111,0.148148148148148,0,0,0,0,0,0,0,0
"K-Ci and JoJo","Tell Me It's Real",0.314944921502299,0.267857142857143,0.302631578947368,0.296875,0.206896551724138,0.188405797101449,0.0754716981132075,0.1,0.131147540983607,0.0740740740740741,0.121951219512195,0.0731707317073171,0.0666666666666667,0.037037037037037,0.08,0,0,0,0,0,0,0,0,0
"Karyn White","Romantic",0.29702380952381,0.25,0.26530612244898,0.25,0.148148148148148,0.181818181818182,0.169230769230769,0.125,0.115384615384615,0.0625,0.127272727272727,0.09375,0.17741935483871,0.0634920634920635,0.0943396226415094,0.03125,0.0909090909090909,0.25,0.181818181818182,0.244444444444444,0.225,0.0384615384615385,0.178571428571429,0
"Keith Sweat","Nobody",0.126577126577127,0.257142857142857,0.28,0.166666666666667,0.210526315789474,0.0338983050847458,0.0645161290322581,0.0909090909090909,0.137254901960784,0.0681818181818182,0.0217391304347826,0,0.0408163265306122,0.0612244897959184,0.102564102564103,0.0833333333333333,0.205882352941176,0.0869565217391304,0,0,0,0,0,0
"Keith Sweat","Twisted",0.318615263333434,0.363636363636364,0.347826086956522,0.186440677966102,0.181818181818182,0.196428571428571,0.122448979591837,0.15,0.0961538461538462,0.0847457627118644,0.133333333333333,0.169811320754717,0.122448979591837,0.119047619047619,0.142857142857143,0.153846153846154,0.241379310344828,0.125,0,0,0,0,0,0
"Kris Kross","Jump",0.888547638547639,0.936170212765957,0.876923076923077,0.771428571428571,0.786885245901639,0.824561403508772,0.904761904761905,0.787878787878788,0.68,0.785714285714286,0.783333333333333,0.806451612903226,0.571428571428571,0.627450980392157,0.6,0.64,0.666666666666667,0.604651162790698,0.538461538461538,0.444444444444444,0.424242424242424,0.515151515151515,0,0
"LFO","Summer Girls",0.606354359925788,0.622222222222222,0.494117647058824,0.453125,0.509433962264151,0.463768115942029,0.283333333333333,0.290909090909091,0.272727272727273,0.274509803921569,0.170212765957447,0.0625,0,0.157894736842105,0.142857142857143,0,0,0,0,0,0,0,0,0
